"obce","Běžné výdaje","Daňové příjmy","Investiční přijaté dotace","Kapitálové příjmy","Kapitálové výdaje","Nedaňové příjmy","Neinvestiční přijaté dotace","Počet dokončených bytů","Počet obyvatel","Počet obyvatel nad 65 let","Počet obyvatel ve věku 0 až 14 let","Počet obyvatel ve věku 15-59 muži","Počet obyvatel ve věku 15-59 ženy","Počet obyvatel ve věku 60-64 let ženy","Počet obyvatel ve věku 60-64 muži","Počet podnikatelských subjektů celkem","Počet uchazečů o zaměstnání","Přijaté dotace","Příjmy","Přistěhovalí celkem","Saldo příjmů a výdajů","Vlastní příjmy","Výdaje celkem","Vystěhovalí celkem","Zemřelí celkem","Živě narození celkem","kraj","orp","okres","Domy s pečovatelskou službou","Domy s pečovatelskou službou - počet bytů"
"Šlapanov","8 961,47","7 940,46","5 517,03","959,11","12 342,21","3 667,85","1 023,72","7,00","793,00","143,00","122,00","247,00","227,00","27,00","27,00","129,00","46,00","6 540,75","19 108,17","16,00","-2 195,51","12 567,42","21 303,68","15,00","4,00","9,00","Vysočina","HAVLÍČKŮV BROD","Havlíčkův Brod",NA,NA
"Slapsko","1 674,02","1 681,77","312,48","42,98","0,00","742,24","398,82","0,00","153,00","26,00","24,00","41,00","47,00","8,00","7,00","26,00","6,00","711,30","3 178,29","4,00","1 504,27","2 466,99","1 674,02","7,00","4,00","2,00","Jihočeský kraj","TÁBOR","Tábor",NA,NA
"Slapy","8 867,88","7 486,18","0,00","3 373,63","2 296,00","1 172,01","586,59","4,00","765,00","146,00","120,00","229,00","211,00","33,00","26,00","242,00","17,00","586,59","12 618,41","37,00","1 454,53","12 031,82","11 163,88","21,00","10,00","4,00","Středočeský kraj","ČERNOŠICE","Praha-západ",NA,NA
"Slapy","3 878,52","4 282,56","198,57","1 741,40","2 570,73","836,88","246,34","2,00","484,00","63,00","77,00","145,00","152,00","23,00","24,00","140,00","15,00","444,91","7 305,75","10,00","856,50","6 860,84","6 449,25","14,00","3,00","6,00","Jihočeský kraj","TÁBOR","Tábor",NA,NA
"Slatina","1 801,09","1 143,55","0,00","6,35","1 014,54","564,10","393,11","1,00","113,00","25,00","13,00","41,00","24,00","5,00","5,00","21,00","5,00","393,11","2 107,11","5,00","-708,52","1 714,00","2 815,63","4,00","3,00","1,00","Plzeňský kraj","HORAŽĎOVICE","Klatovy",NA,NA
"Slatina","8 133,33","5 235,82","563,53","2 501,62","5 486,04","3 282,94","815,95","1,00","738,00","110,00","118,00","230,00","228,00","24,00","28,00","165,00","26,00","1 379,48","12 399,86","15,00","-1 219,51","11 020,38","13 619,37","17,00","5,00","12,00","Moravskoslezský kraj","BÍLOVEC","Nový Jičín",NA,NA
"Slatina","2 078,47","2 211,99","1 512,60","0,15","654,00","530,37","398,22","0,00","246,00","54,00","30,00","83,00","65,00","7,00","7,00","38,00","25,00","1 910,82","4 653,33","2,00","1 920,86","2 742,51","2 732,47","3,00","0,00","0,00","Jihomoravský kraj","ZNOJMO","Znojmo",NA,NA
"Slatina","1 967,92","3 227,92","857,54","2 689,64","6 085,85","422,44","182,17","5,00","459,00","57,00","76,00","154,00","140,00","13,00","19,00","87,00","17,00","1 039,71","7 379,72","22,00","-674,05","6 340,00","8 053,77","6,00","3,00","5,00","Středočeský kraj","KLADNO","Kladno",NA,NA
"Slatina","3 639,78","3 005,23","45,00","0,00","645,03","634,90","371,38","0,00","267,00","34,00","42,00","88,00","80,00","10,00","13,00","51,00","29,00","416,38","4 056,51","12,00","-228,30","3 640,13","4 284,81","9,00","3,00","3,00","Ústecký kraj","LOVOSICE","Litoměřice",NA,NA
"Slatina","712,03","946,66","0,00","0,00","0,00","417,85","148,27","0,00","75,00","17,00","7,00","23,00","19,00","3,00","6,00","17,00","4,00","148,27","1 512,78","2,00","800,75","1 364,51","712,03","0,00","0,00","0,00","Plzeňský kraj","KRALOVICE","Plzeň-sever",NA,NA
"Slatina","8 970,64","12 216,96","2 198,16","268,47","42 482,34","2 247,90","380,41","3,00","141,00","22,00","28,00","43,00","40,00","4,00","4,00","19,00","14,00","2 578,57","17 311,87","6,00","-34 141,04","14 733,33","51 452,91","2,00","0,00","2,00","Pardubický kraj","MORAVSKÁ TŘEBOVÁ","Svitavy",NA,NA
"Slatina nad Úpou","2 419,66","2 535,03","149,19","6,96","393,68","125,31","186,94","1,00","296,00","57,00","42,00","89,00","82,00","15,00","11,00","48,00","9,00","336,13","3 003,43","7,00","190,09","2 667,30","2 813,34","3,00","3,00","3,00","Královéhradecký kraj","NÁCHOD","Náchod",NA,NA
"Slatina nad Zdobnicí","8 197,41","6 586,88","1 694,38","139,41","4 774,16","1 641,94","776,89","0,00","831,00","119,00","128,00","262,00","251,00","36,00","35,00","184,00","30,00","2 471,27","10 839,50","7,00","-2 132,07","8 368,23","12 971,57","13,00","5,00","7,00","Královéhradecký kraj","RYCHNOV NAD KNĚŽNOU","Rychnov nad Kněžnou",NA,NA
"Slatiňany","36 280,77","33 794,67","1 396,07","9 237,21","6 279,51","10 543,14","5 751,61","15,00","4 106,00","673,00","605,00","1 299,00","1 253,00","134,00","142,00","880,00","206,00","7 147,68","60 722,65","78,00","18 162,46","53 575,02","42 560,18","71,00","55,00","46,00","Pardubický kraj","CHRUDIM","Chrudim","1,00","16,00"
"Slatinice","16 712,64","12 973,20","25 929,75","4 537,73","23 904,67","1 858,99","3 787,80","1,00","1 529,00","273,00","224,00","498,00","444,00","43,00","47,00","252,00","73,00","29 717,55","49 087,47","39,00","8 470,16","19 369,92","40 617,31","31,00","10,00","18,00","Olomoucký kraj","OLOMOUC","Olomouc",NA,NA
"Slatinky","3 623,49","4 631,46","0,00","41,30","639,20","216,94","257,83","4,00","566,00","69,00","97,00","187,00","191,00","12,00","10,00","110,00","19,00","257,83","5 147,53","22,00","884,84","4 889,70","4 262,69","6,00","2,00","9,00","Olomoucký kraj","PROSTĚJOV","Prostějov",NA,NA
"Slatiny","5 010,94","5 300,15","13 409,56","2 038,57","22 936,35","1 878,45","1 118,68","1,00","576,00","140,00","82,00","167,00","146,00","25,00","16,00","90,00","18,00","14 528,24","23 745,41","14,00","-4 201,88","9 217,17","27 947,29","5,00","20,00","7,00","Královéhradecký kraj","JIČÍN","Jičín",NA,NA
"Slavče","5 483,81","5 043,03","7 130,42","274,28","560,44","1 274,95","1 134,50","1,00","576,00","73,00","85,00","203,00","171,00","17,00","27,00","120,00","14,00","8 264,92","14 857,18","29,00","8 812,93","6 592,26","6 044,25","16,00","10,00","5,00","Jihočeský kraj","TRHOVÉ SVINY","České Budějovice",NA,NA
"Slavětice","2 794,26","2 756,86","111,00","0,00","2 635,81","2 131,92","264,52","0,00","237,00","50,00","38,00","64,00","60,00","11,00","14,00","23,00","16,00","375,52","5 264,30","4,00","-165,77","4 888,78","5 430,07","13,00","3,00","2,00","Vysočina","TŘEBÍČ","Třebíč",NA,NA
"Slavětín","17 277,31","4 053,64","12 549,16","309,64","20 746,11","11 061,01","10 566,43","6,00","480,00","61,00","84,00","161,00","133,00","22,00","19,00","99,00","40,00","23 115,59","38 539,88","35,00","516,46","15 424,29","38 023,42","33,00","5,00","6,00","Ústecký kraj","LOUNY","Louny",NA,NA
"Slavětín","1 080,80","799,93","0,00","25,74","1 860,58","625,29","220,62","0,00","103,00","19,00","21,00","33,00","25,00","3,00","2,00","14,00","4,00","220,62","1 671,58","2,00","-1 269,80","1 450,96","2 941,38","1,00","3,00","3,00","Vysočina","CHOTĚBOŘ","Havlíčkův Brod",NA,NA
"Slavětín","2 191,25","1 723,97","166,64","0,00","216,26","81,69","571,21","0,00","204,00","36,00","32,00","61,00","62,00","6,00","7,00","34,00","18,00","737,85","2 543,51","1,00","136,01","1 805,66","2 407,50","2,00","1,00","2,00","Olomoucký kraj","LITOVEL","Olomouc",NA,NA
"Slavětín nad Metují","1 577,72","2 089,37","0,00","0,00","20,00","233,41","205,10","6,00","243,00","38,00","43,00","67,00","71,00","8,00","16,00","49,00","10,00","205,10","2 527,88","17,00","930,17","2 322,78","1 597,71","4,00","4,00","0,00","Královéhradecký kraj","NOVÉ MĚSTO NAD METUJÍ","Náchod",NA,NA
"Slavhostice","1 391,57","1 578,99","0,00","0,00","3 486,49","239,30","129,36","0,00","139,00","30,00","16,00","45,00","41,00","4,00","3,00","39,00","9,00","129,36","1 947,65","9,00","-2 930,41","1 818,29","4 878,06","9,00","1,00","1,00","Královéhradecký kraj","JIČÍN","Jičín",NA,NA
"Slavičín","75 029,49","58 801,42","37 770,07","1 169,34","39 657,96","33 245,37","12 727,97","6,00","6 800,00","1 114,00","856,00","2 221,00","2 197,00","215,00","197,00","1 517,00","383,00","50 498,04","143 714,17","67,00","29 026,72","93 216,13","114 687,45","142,00","56,00","84,00","Zlínský kraj","LUHAČOVICE","Zlín","8,00","97,00"
"Slavičky","1 695,50","2 223,91","2 024,04","501,80","1 552,52","99,94","178,93","2,00","238,00","36,00","43,00","77,00","58,00","11,00","13,00","42,00","14,00","2 202,97","5 028,62","14,00","1 780,60","2 825,65","3 248,02","4,00","3,00","3,00","Vysočina","TŘEBÍČ","Třebíč",NA,NA
"Slavíkov","5 620,53","3 191,63","36,29","19,29","0,00","2 347,90","1 025,51","0,00","336,00","85,00","47,00","98,00","82,00","16,00","8,00","49,00","12,00","1 061,80","6 620,62","12,00","1 000,09","5 558,82","5 620,53","11,00","5,00","2,00","Vysočina","CHOTĚBOŘ","Havlíčkův Brod","1,00","25,00"
"Slavíkovice","1 429,61","1 804,13","0,00","0,00","39,00","251,66","215,79","1,00","210,00","38,00","21,00","81,00","61,00","3,00","6,00","24,00","23,00","215,79","2 271,58","5,00","802,97","2 055,79","1 468,61","9,00","3,00","4,00","Vysočina","MORAVSKÉ BUDĚJOVICE","Třebíč",NA,NA
"Slavkov","14 731,65","13 832,12","5 714,13","18,28","9 933,62","3 534,34","2 146,96","11,00","1 870,00","231,00","324,00","588,00","596,00","56,00","75,00","351,00","93,00","7 861,09","25 245,83","45,00","580,56","17 384,74","24 665,27","40,00","24,00","27,00","Moravskoslezský kraj","OPAVA","Opava",NA,NA
"Slavkov","7 154,35","6 337,41","300,00","101,87","2 563,95","435,75","379,58","0,00","688,00","141,00","99,00","203,00","203,00","19,00","23,00","135,00","32,00","679,58","7 554,61","10,00","-2 163,69","6 875,03","9 718,30","24,00","14,00","10,00","Zlínský kraj","UHERSKÝ BROD","Uherské Hradiště",NA,NA
"Slavkov pod Hostýnem","5 653,04","4 438,05","453,66","1 157,22","973,41","1 217,97","549,17","3,00","592,00","94,00","85,00","183,00","188,00","23,00","19,00","103,00","40,00","1 002,83","7 816,07","25,00","1 189,62","6 813,24","6 626,45","6,00","5,00","8,00","Zlínský kraj","BYSTŘICE POD HOSTÝNEM","Kroměříž","1,00","18,00"
"Slavkov u Brna","120 805,17","55 738,63","24 130,97","6 195,79","29 889,15","6 666,30","77 261,78","26,00","6 245,00","959,00","890,00","2 075,00","1 936,00","197,00","188,00","1 504,00","240,00","101 392,75","169 993,47","146,00","19 299,15","68 600,72","150 694,32","141,00","62,00","82,00","Jihomoravský kraj","SLAVKOV U BRNA","Vyškov","1,00","61,00"
"Slavníč","711,60","500,17","111,00","116,88","586,79","103,53","116,80","0,00","57,00","8,00","19,00","15,00","13,00","2,00","0,00","15,00","2,00","227,80","948,38","5,00","-350,01","720,58","1 298,39","0,00","0,00","2,00","Vysočina","HAVLÍČKŮV BROD","Havlíčkův Brod",NA,NA
"Slavonice","40 550,27","25 376,50","3 904,91","1 350,02","6 719,30","12 788,90","7 310,68","4,00","2 608,00","366,00","385,00","871,00","791,00","99,00","96,00","548,00","227,00","11 215,59","50 731,01","52,00","3 461,44","39 515,42","47 269,57","68,00","22,00","21,00","Jihočeský kraj","DAČICE","Jindřichův Hradec","1,00","21,00"
"Slavoňov","2 508,91","2 046,88","0,00","180,00","190,00","178,81","229,08","3,00","292,00","50,00","50,00","91,00","92,00","5,00","4,00","81,00","7,00","229,08","2 634,77","8,00","-64,14","2 405,69","2 698,91","8,00","3,00","2,00","Královéhradecký kraj","NOVÉ MĚSTO NAD METUJÍ","Náchod",NA,NA
"Slavošov","2 108,49","1 822,09","0,00","0,00","0,00","678,90","1 789,55","0,00","155,00","32,00","25,00","48,00","41,00","3,00","6,00","29,00","8,00","1 789,55","4 290,54","5,00","2 182,05","2 500,99","2 108,49","7,00","3,00","1,00","Středočeský kraj","KUTNÁ HORA","Kutná Hora",NA,NA
"Šléglov","685,55","718,83","0,00","42,75","55,00","428,73","988,53","0,00","34,00","3,00","4,00","13,00","11,00","2,00","1,00","16,00","3,00","988,53","2 178,84","2,00","1 438,29","1 190,31","740,55","1,00","0,00","1,00","Olomoucký kraj","ŠUMPERK","Šumperk",NA,NA
"Slepotice","5 698,58","3 569,71","0,00","1,10","636,04","619,12","784,78","2,00","450,00","66,00","72,00","153,00","133,00","17,00","9,00","89,00","24,00","784,78","4 974,71","10,00","-1 359,93","4 189,93","6 334,63","6,00","4,00","3,00","Pardubický kraj","PARDUBICE","Pardubice",NA,NA
"Slezské Pavlovice","4 223,64","1 897,06","0,00","726,04","28,44","582,98","1 252,30","0,00","199,00","32,00","39,00","64,00","53,00","5,00","6,00","22,00","34,00","1 252,30","4 458,38","28,00","206,30","3 206,08","4 252,08","20,00","2,00","2,00","Moravskoslezský kraj","KRNOV","Bruntál",NA,NA
"Slezské Rudoltice","8 154,97","5 960,49","5 193,56","17,13","7 361,35","2 187,14","1 260,12","1,00","616,00","64,00","106,00","230,00","183,00","17,00","16,00","71,00","89,00","6 453,68","14 618,44","9,00","-897,88","8 164,76","15 516,32","22,00","8,00","4,00","Moravskoslezský kraj","KRNOV","Bruntál",NA,NA
"Slopné","5 084,19","4 437,06","0,00","20,54","1 533,09","574,47","578,44","2,00","587,00","89,00","100,00","184,00","179,00","15,00","20,00","114,00","26,00","578,44","5 610,51","7,00","-1 006,77","5 032,07","6 617,28","4,00","5,00","14,00","Zlínský kraj","LUHAČOVICE","Zlín",NA,NA
"Sloup","9 316,25","7 552,79","3 160,00","630,94","7 867,29","1 809,20","4 178,61","3,00","952,00","143,00","157,00","301,00","280,00","38,00","33,00","228,00","49,00","7 338,61","17 331,54","19,00","148,00","9 992,93","17 183,54","13,00","14,00","10,00","Jihomoravský kraj","BLANSKO","Blansko","1,00","7,00"
"Sloup v Čechách","7 378,91","5 906,78","6 131,39","998,83","2 614,95","1 188,55","1 111,11","2,00","725,00","126,00","104,00","218,00","213,00","24,00","40,00","204,00","58,00","7 242,50","15 336,66","24,00","5 342,80","8 094,16","9 993,86","21,00","10,00","7,00","Liberecký kraj","NOVÝ BOR","Česká Lípa",NA,NA
"Sloupnice","1","1","1","1","1","1","1","2","2","2","2","2","2","2","2","2","2","1","1","2","1","1","1","2","2","2","Pardubický kraj","LITOMYŠL","Svitavy",NA,NA
"Sloupno","765,62","447,82","0,00","1,66","399,02","669,26","95,34","0,00","49,00","9,00","9,00","14,00","10,00","3,00","4,00","8,00","2,00","95,34","1 214,08","8,00","49,44","1 118,74","1 164,64","0,00","4,00","1,00","Vysočina","CHOTĚBOŘ","Havlíčkův Brod",NA,NA
"Sloupno","6 618,94","3 568,75","0,00","60,00","2 040,24","571,73","818,23","0,00","501,00","74,00","70,00","169,00","149,00","19,00","20,00","109,00","33,00","818,23","5 018,71","9,00","-3 640,46","4 200,48","8 659,17","8,00","4,00","5,00","Královéhradecký kraj","NOVÝ BYDŽOV","Hradec Králové",NA,NA
"Sloveč","6 743,87","5 225,80","0,00","93,01","1 234,32","201,73","904,74","0,00","527,00","112,00","72,00","159,00","135,00","26,00","23,00","93,00","38,00","904,74","6 425,28","4,00","-1 552,91","5 520,54","7 978,19","19,00","7,00","6,00","Středočeský kraj","PODĚBRADY","Nymburk",NA,NA
"Slověnice","569,21","455,78","0,00","5,00","0,00","207,01","97,34","2,00","39,00","12,00","4,00","10,00","8,00","1,00","4,00","9,00","1,00","97,34","765,13","2,00","195,92","667,79","569,21","0,00","0,00","0,00","Středočeský kraj","VLAŠIM","Benešov",NA,NA
"Sluhy","4 858,90","5 596,91","22 574,36","0,00","10 166,73","261,75","300,03","7,00","677,00","126,00","110,00","209,00","189,00","23,00","20,00","188,00","15,00","22 874,39","28 733,05","13,00","13 707,42","5 858,66","15 025,63","10,00","7,00","7,00","Středočeský kraj","BRANDÝS N.L.-ST.BOLES","Praha-východ",NA,NA
"Šluknov","108 762,81","60 891,23","16 919,06","927,67","22 890,25","13 064,01","40 517,75","4,00","5 705,00","747,00","960,00","1 840,00","1 716,00","223,00","219,00","1 021,00","596,00","57 436,81","132 319,72","241,00","666,66","74 882,91","131 653,06","194,00","82,00","64,00","Ústecký kraj","RUMBURK","Děčín",NA,NA
"Slunečná","1 038,72","1 804,25","0,00","58,21","2 219,90","234,33","115,86","0,00","113,00","15,00","15,00","40,00","34,00","7,00","2,00","32,00","7,00","115,86","2 212,65","5,00","-1 045,97","2 096,79","3 258,62","3,00","0,00","1,00","Liberecký kraj","NOVÝ BOR","Česká Lípa",NA,NA
"Slup","7 108,30","5 136,08","0,00","3 485,33","2 948,41","1 162,68","510,28","5,00","449,00","61,00","69,00","139,00","139,00","16,00","25,00","78,00","46,00","510,28","10 294,37","15,00","237,66","9 784,09","10 056,71","18,00","6,00","6,00","Jihomoravský kraj","ZNOJMO","Znojmo",NA,NA
"Slušovice","22 085,94","24 625,80","23 428,83","1 065,14","33 879,38","2 808,00","5 611,65","2,00","2 981,00","276,00","473,00","1 030,00","1 040,00","86,00","76,00","987,00","144,00","29 040,48","57 539,42","50,00","1 574,11","28 498,94","55 965,31","61,00","20,00","41,00","Zlínský kraj","VIZOVICE","Zlín",NA,NA
"Sluštice","2 736,47","3 049,23","6 845,00","84,00","18 061,76","156,02","110,10","1,00","317,00","44,00","50,00","98,00","97,00","13,00","15,00","112,00","6,00","6 955,10","10 244,35","3,00","-10 553,88","3 289,25","20 798,23","13,00","3,00","0,00","Středočeský kraj","ŘÍČANY","Praha-východ",NA,NA
"Služátky","1 490,62","1 156,68","0,00","10,75","50,00","223,00","301,04","0,00","156,00","30,00","26,00","46,00","40,00","7,00","7,00","30,00","14,00","301,04","1 691,47","5,00","150,85","1 390,43","1 540,62","10,00","2,00","1,00","Vysočina","SVĚTLÁ NAD SÁZAVOU","Havlíčkův Brod",NA,NA
"Služovice","8 203,85","6 124,50","7 474,80","62,20","997,45","2 608,32","1 446,70","1,00","812,00","92,00","98,00","306,00","282,00","18,00","16,00","164,00","52,00","8 921,50","17 716,51","20,00","8 515,21","8 795,02","9 201,30","22,00","4,00","9,00","Moravskoslezský kraj","OPAVA","Opava",NA,NA
"Smečno","25 784,42","14 576,41","4 600,00","821,30","2 673,14","3 268,05","3 283,24","1,00","1 896,00","325,00","309,00","543,00","590,00","65,00","64,00","354,00","77,00","7 883,24","26 549,00","73,00","-1 908,56","18 665,76","28 457,56","31,00","38,00","22,00","Středočeský kraj","SLANÝ","Kladno",NA,NA
"Smědčice","1 970,66","2 022,61","0,00","1,71","298,84","212,16","235,27","1,00","242,00","19,00","50,00","73,00","80,00","12,00","8,00","45,00","12,00","235,27","2 471,75","4,00","202,25","2 236,48","2 269,50","1,00","1,00","5,00","Plzeňský kraj","ROKYCANY","Rokycany",NA,NA
"Smetanova Lhota","2 928,58","2 761,80","0,00","8,64","37,42","838,25","273,77","1,00","279,00","65,00","37,00","82,00","67,00","19,00","9,00","71,00","13,00","273,77","3 882,46","8,00","916,46","3 608,69","2 966,00","4,00","2,00","2,00","Jihočeský kraj","PÍSEK","Písek",NA,NA
"Smidary","13 875,97","14 326,09","13 000,29","335,11","17 249,74","1 246,13","1 692,54","1,00","1 555,00","277,00","196,00","522,00","417,00","61,00","82,00","320,00","76,00","14 692,83","30 600,16","38,00","-525,56","15 907,33","31 125,72","39,00","22,00","14,00","Královéhradecký kraj","NOVÝ BYDŽOV","Hradec Králové","1,00","14,00"
"Smilkov","2 808,77","2 423,84","0,00","21,49","0,00","280,17","404,88","0,00","249,00","54,00","25,00","83,00","72,00","6,00","9,00","70,00","3,00","404,88","3 130,38","4,00","321,61","2 725,50","2 808,77","9,00","3,00","3,00","Středočeský kraj","VOTICE","Benešov",NA,NA
"Smilovice","4 861,73","5 234,88","0,00","400,00","1 719,66","811,52","626,06","12,00","718,00","100,00","118,00","242,00","217,00","20,00","21,00","120,00","18,00","626,06","7 072,46","31,00","491,07","6 446,40","6 581,39","10,00","2,00","8,00","Moravskoslezský kraj","TŘINEC","Frýdek-Místek",NA,NA
"Smilovice","461,54","521,45","0,00","0,00","246,42","21,75","92,44","0,00","60,00","10,00","10,00","21,00","15,00","1,00","3,00","11,00","5,00","92,44","635,64","1,00","-72,32","543,20","707,96","0,00","1,00","0,00","Středočeský kraj","RAKOVNÍK","Rakovník",NA,NA
"Smilovice","4 861,41","6 020,24","22 042,06","5 280,33","50 356,04","1 133,27","5 122,89","2,00","624,00","122,00","82,00","194,00","183,00","19,00","24,00","176,00","17,00","27 164,95","39 598,79","20,00","-15 618,66","12 433,84","55 217,45","26,00","4,00","7,00","Středočeský kraj","MLADÁ BOLESLAV","Mladá Boleslav",NA,NA
"Smilovy Hory","4 061,63","4 074,80","0,00","14,36","1 569,62","1 096,17","739,63","1,00","365,00","87,00","29,00","116,00","100,00","17,00","16,00","56,00","20,00","739,63","5 924,96","12,00","293,71","5 185,33","5 631,25","13,00","10,00","4,00","Jihočeský kraj","TÁBOR","Tábor",NA,NA
"Smiřice","37 776,27","25 253,40","0,00","1 172,51","5 747,15","9 216,85","8 801,75","2,00","3 008,00","426,00","438,00","961,00","974,00","114,00","95,00","645,00","150,00","8 801,75","44 444,51","67,00","921,09","35 642,76","43 523,42","110,00","24,00","25,00","Královéhradecký kraj","HRADEC KRÁLOVÉ","Hradec Králové",NA,NA
"Smolné Pece","1 908,55","1 346,30","294,00","21,43","1 965,73","713,41","242,96","1,00","129,00","20,00","15,00","44,00","43,00","4,00","3,00","37,00","7,00","536,96","2 618,10","2,00","-1 256,18","2 081,14","3 874,28","4,00","1,00","3,00","Karlovarský kraj","KARLOVY VARY","Karlovy Vary",NA,NA
