"obce","Počet obyvatel","Počet obyvatel nad 65 let","Počet obyvatel ve věku 0 až 14 let","Počet obyvatel ve věku 15-59 muži","Počet obyvatel ve věku 15-59 ženy","Počet obyvatel ve věku 60-64 let ženy","Počet obyvatel ve věku 60-64 muži","Počet uchazečů o zaměstnání","kraj","orp","okres","Počet dokončených bytů"
"Obědovice","248,00","52,00","40,00","70,00","69,00","7,00","10,00","5,00","Královéhradecký kraj","HRADEC KRÁLOVÉ","Hradec Králové","2,00"
"Obora","301,00","41,00","47,00","101,00","93,00","9,00","10,00","5,00","Jihomoravský kraj","BOSKOVICE","Blansko","3,00"
"Obora","106,00","14,00","14,00","48,00","23,00","4,00","3,00","8,00","Plzeňský kraj","TACHOV","Tachov",NA
"Obora","438,00","77,00","49,00","155,00","126,00","18,00","13,00","7,00","Plzeňský kraj","KRALOVICE","Plzeň-sever","1,00"
"Obora","335,00","47,00","64,00","92,00","110,00","8,00","14,00","13,00","Ústecký kraj","LOUNY","Louny","8,00"
"Obořiště","598,00","70,00","80,00","217,00","191,00","19,00","21,00","19,00","Středočeský kraj","DOBŘÍŠ","Příbram","1,00"
"Oborná","331,00","32,00","49,00","129,00","99,00","9,00","13,00","26,00","Moravskoslezský kraj","BRUNTÁL","Bruntál","1,00"
"Obory","230,00","42,00","31,00","72,00","67,00","9,00","9,00","12,00","Středočeský kraj","PŘÍBRAM","Příbram",NA
"Obrataň","858,00","122,00","131,00","282,00","272,00","30,00","21,00","13,00","Vysočina","PACOV","Pelhřimov",NA
"Obříství","1 196,00","128,00","188,00","437,00","376,00","31,00","36,00","38,00","Středočeský kraj","NERATOVICE","Mělník","5,00"
"Obrnice","2 620,00","143,00","668,00","875,00","831,00","49,00","54,00","311,00","Ústecký kraj","MOST","Most",NA
"Obrubce","175,00","27,00","20,00","65,00","54,00","5,00","4,00","3,00","Středočeský kraj","MLADÁ BOLESLAV","Mladá Boleslav","3,00"
"Obruby","208,00","25,00","29,00","75,00","57,00","10,00","12,00","1,00","Středočeský kraj","MLADÁ BOLESLAV","Mladá Boleslav","2,00"
"Obyčtov","388,00","53,00","61,00","122,00","121,00","14,00","17,00","12,00","Vysočina","ŽĎÁR NAD SÁZAVOU","Žďár nad Sázavou",NA
"Obytce","185,00","22,00","20,00","65,00","66,00","7,00","5,00","12,00","Plzeňský kraj","KLATOVY","Klatovy","1,00"
"Očelice","2","2","2","2","2","2","2","2","Královéhradecký kraj","HRADEC KRÁLOVÉ","Rychnov nad Kněžnou",NA
"Ochoz","197,00","27,00","30,00","73,00","58,00","5,00","4,00","5,00","Olomoucký kraj","KONICE","Prostějov",NA
"Ochoz u Brna","1 239,00","191,00","164,00","417,00","371,00","50,00","46,00","30,00","Jihomoravský kraj","ŠLAPANICE","Brno-venkov","2,00"
"Očihov","362,00","44,00","74,00","119,00","109,00","8,00","8,00","30,00","Ústecký kraj","PODBOŘANY","Louny",NA
"Ocmanice","311,00","54,00","45,00","92,00","98,00","9,00","13,00","11,00","Vysočina","NÁMĚŠŤ NAD OSLAVOU","Třebíč",NA
"Odolena Voda","5 262,00","630,00","804,00","1 784,00","1 727,00","171,00","146,00","81,00","Středočeský kraj","BRANDÝS N.L.-ST.BOLES","Praha-východ","36,00"
"Odrava","203,00","28,00","38,00","59,00","63,00","6,00","9,00","8,00","Karlovarský kraj","CHEB","Cheb",NA
"Odřepsy","289,00","51,00","40,00","93,00","77,00","13,00","15,00","10,00","Středočeský kraj","PODĚBRADY","Nymburk","1,00"
"Odrovice","165,00","24,00","25,00","51,00","52,00","6,00","7,00","3,00","Jihomoravský kraj","POHOŘELICE","Brno-venkov",NA
"Odry","7 344,00","962,00","1 175,00","2 453,00","2 317,00","241,00","196,00","376,00","Moravskoslezský kraj","ODRY","Nový Jičín","11,00"
"Odunec","94,00","22,00","11,00","28,00","27,00","2,00","4,00","8,00","Vysočina","TŘEBÍČ","Třebíč",NA
"Ohaře","292,00","42,00","36,00","110,00","87,00","7,00","10,00","11,00","Středočeský kraj","KOLÍN","Kolín",NA
"Ohařice","64,00","17,00","12,00","19,00","13,00","3,00","0,00","4,00","Královéhradecký kraj","JIČÍN","Jičín",NA
"Ohaveč","73,00","10,00","15,00","24,00","23,00","0,00","1,00","2,00","Královéhradecký kraj","JIČÍN","Jičín",NA
"Ohníč","780,00","103,00","131,00","241,00","244,00","34,00","27,00","29,00","Ústecký kraj","BÍLINA","Teplice",NA
"Ohnišov","495,00","76,00","65,00","162,00","152,00","25,00","15,00","15,00","Královéhradecký kraj","DOBRUŠKA","Rychnov nad Kněžnou",NA
"Ohnišťany","316,00","55,00","40,00","116,00","87,00","12,00","6,00","11,00","Královéhradecký kraj","NOVÝ BYDŽOV","Hradec Králové",NA
"Ohrazenice","1 105,00","118,00","141,00","399,00","380,00","36,00","31,00","25,00","Liberecký kraj","TURNOV","Semily","8,00"
"Ohrazenice","257,00","43,00","31,00","88,00","75,00","11,00","9,00","4,00","Středočeský kraj","PŘÍBRAM","Příbram",NA
"Ohrobec","899,00","70,00","175,00","293,00","307,00","25,00","29,00","12,00","Středočeský kraj","ČERNOŠICE","Praha-západ","13,00"
"Ohrozim","453,00","74,00","71,00","137,00","135,00","23,00","13,00","8,00","Olomoucký kraj","PROSTĚJOV","Prostějov","2,00"
"Okarec","130,00","27,00","20,00","38,00","40,00","3,00","2,00","8,00","Vysočina","NÁMĚŠŤ NAD OSLAVOU","Třebíč",NA
"Okna","280,00","33,00","43,00","107,00","81,00","11,00","5,00","13,00","Liberecký kraj","ČESKÁ LÍPA","Česká Lípa",NA
"Okoř","66,00","1,00","8,00","32,00","18,00","4,00","3,00","1,00","Středočeský kraj","ČERNOŠICE","Praha-západ",NA
"Okounov","335,00","28,00","55,00","124,00","102,00","9,00","17,00","8,00","Ústecký kraj","KADAŇ","Chomutov",NA
"Okřesaneč","186,00","35,00","31,00","53,00","54,00","7,00","6,00","10,00","Středočeský kraj","ČÁSLAV","Kutná Hora",NA
"Okřešice","177,00","19,00","35,00","60,00","52,00","5,00","6,00","3,00","Vysočina","TŘEBÍČ","Třebíč",NA
"Okřínek","131,00","35,00","9,00","44,00","35,00","6,00","2,00","7,00","Středočeský kraj","PODĚBRADY","Nymburk",NA
"Okříšky","2 070,00","308,00","293,00","677,00","652,00","75,00","65,00","54,00","Vysočina","TŘEBÍČ","Třebíč","16,00"
"Okrouhlá","553,00","79,00","86,00","190,00","167,00","18,00","13,00","17,00","Jihomoravský kraj","BOSKOVICE","Blansko","2,00"
"Okrouhlá","74,00","13,00","13,00","19,00","26,00","3,00","0,00","2,00","Jihočeský kraj","MILEVSKO","Písek","1,00"
"Okrouhlá","529,00","56,00","71,00","188,00","183,00","17,00","14,00","7,00","Liberecký kraj","NOVÝ BOR","Česká Lípa","5,00"
"Okrouhlá Radouň","183,00","25,00","26,00","61,00","57,00","6,00","8,00","4,00","Jihočeský kraj","JINDŘICHŮV HRADEC","Jindřichův Hradec",NA
"Okrouhlice","1 221,00","205,00","183,00","395,00","357,00","49,00","32,00","27,00","Vysočina","HAVLÍČKŮV BROD","Havlíčkův Brod","7,00"
"Okrouhlička","209,00","44,00","20,00","70,00","63,00","8,00","4,00","5,00","Vysočina","HAVLÍČKŮV BROD","Havlíčkův Brod","1,00"
"Okrouhlo","565,00","79,00","73,00","192,00","181,00","13,00","27,00","3,00","Středočeský kraj","ČERNOŠICE","Praha-západ","1,00"
"Olbramice","2","2","2","2","2","2","2","2","Moravskoslezský kraj","OSTRAVA","Nový Jičín","2"
"Olbramice","211,00","37,00","29,00","72,00","59,00","8,00","6,00","7,00","Olomoucký kraj","LITOVEL","Olomouc",NA
"Olbramkostel","532,00","83,00","83,00","181,00","164,00","9,00","12,00","30,00","Jihomoravský kraj","ZNOJMO","Znojmo","1,00"
"Olbramov","78,00","5,00","14,00","30,00","22,00","4,00","3,00","4,00","Plzeňský kraj","STŘÍBRO","Tachov",NA
"Olbramovice","1 067,00","94,00","177,00","382,00","351,00","29,00","34,00","75,00","Jihomoravský kraj","MORAVSKÝ KRUMLOV","Znojmo",NA
"Olbramovice","1 118,00","142,00","180,00","383,00","352,00","34,00","27,00","22,00","Středočeský kraj","VOTICE","Benešov","1,00"
"Oldřichov","244,00","30,00","50,00","78,00","72,00","7,00","7,00","9,00","Jihočeský kraj","TÁBOR","Tábor",NA
"Oldřichov","125,00","19,00","21,00","44,00","40,00","1,00","0,00","7,00","Olomoucký kraj","PŘEROV","Přerov",NA
"Oldřichov v Hájích","594,00","80,00","86,00","206,00","190,00","9,00","23,00","17,00","Liberecký kraj","LIBEREC","Liberec","1,00"
"Oldřichovice","379,00","49,00","76,00","118,00","115,00","9,00","12,00","10,00","Zlínský kraj","OTROKOVICE","Zlín","1,00"
"Oldřiš","673,00","89,00","120,00","226,00","199,00","20,00","19,00","26,00","Pardubický kraj","POLIČKA","Svitavy","4,00"
"Oldřišov","1 317,00","170,00","214,00","450,00","435,00","29,00","19,00","69,00","Moravskoslezský kraj","OPAVA","Opava",NA
"Oleksovice","669,00","88,00","104,00","237,00","204,00","19,00","17,00","35,00","Jihomoravský kraj","ZNOJMO","Znojmo",NA
"Olešenka","179,00","23,00","31,00","70,00","48,00","3,00","4,00","4,00","Vysočina","HAVLÍČKŮV BROD","Havlíčkův Brod","1,00"
"Oleška","2","2","2","2","2","2","2","2","Středočeský kraj","ŘÍČANY","Kolín","2"
"Oleško","98,00","13,00","13,00","35,00","34,00","2,00","1,00","4,00","Ústecký kraj","LITOMĚŘICE","Litoměřice",NA
"Olešná","527,00","70,00","92,00","175,00","165,00","11,00","14,00","9,00","Vysočina","PELHŘIMOV","Pelhřimov","3,00"
"Olešná","312,00","38,00","57,00","98,00","99,00","8,00","12,00","12,00","Vysočina","HAVLÍČKŮV BROD","Havlíčkův Brod","3,00"
"Olešná","94,00","13,00","11,00","37,00","24,00","5,00","4,00","8,00","Jihočeský kraj","PÍSEK","Písek",NA
"Olešná","554,00","71,00","73,00","203,00","174,00","19,00","14,00","11,00","Středočeský kraj","RAKOVNÍK","Rakovník","1,00"
"Olešná","413,00","72,00","63,00","127,00","116,00","19,00","16,00","2,00","Středočeský kraj","HOŘOVICE","Beroun","1,00"
"Olešnice","1 765,00","245,00","289,00","571,00","550,00","54,00","56,00","55,00","Jihomoravský kraj","BOSKOVICE","Blansko","3,00"
"Olešnice","426,00","63,00","69,00","138,00","128,00","15,00","13,00","3,00","Královéhradecký kraj","KOSTELEC NAD ORLICÍ","Rychnov nad Kněžnou","2,00"
"Olešnice","766,00","130,00","119,00","261,00","209,00","27,00","20,00","14,00","Jihočeský kraj","TRHOVÉ SVINY","České Budějovice","3,00"
"Olešnice v Orlických horách","456,00","76,00","79,00","147,00","130,00","14,00","10,00","9,00","Královéhradecký kraj","DOBRUŠKA","Rychnov nad Kněžnou","1,00"
"Olešník","745,00","102,00","104,00","261,00","238,00","20,00","20,00","13,00","Jihočeský kraj","ČESKÉ BUDĚJOVICE","České Budějovice",NA
"Olomouc","100 373,00","15 482,00","13 204,00","32 019,00","33 210,00","3 585,00","2 873,00","2 782,00","Olomoucký kraj","OLOMOUC","Olomouc","516,00"
"Olomučany","933,00","157,00","121,00","304,00","269,00","44,00","38,00","27,00","Jihomoravský kraj","BLANSKO","Blansko","2,00"
"Oloví","1 881,00","239,00","336,00","606,00","590,00","56,00","54,00","143,00","Karlovarský kraj","KRASLICE","Sokolov","3,00"
"Olšany","200,00","31,00","21,00","77,00","60,00","7,00","4,00","2,00","Plzeňský kraj","HORAŽĎOVICE","Klatovy",NA
"Olšany","63,00","12,00","6,00","20,00","18,00","4,00","3,00","2,00","Vysočina","TELČ","Jihlava","1,00"
"Olšany","481,00","67,00","80,00","163,00","152,00","8,00","11,00","14,00","Jihomoravský kraj","VYŠKOV","Vyškov","5,00"
"Olšany","1 086,00","159,00","159,00","393,00","321,00","27,00","27,00","25,00","Olomoucký kraj","ŠUMPERK","Šumperk",NA
"Olšany u Prostějova","1 488,00","205,00","212,00","489,00","502,00","40,00","40,00","19,00","Olomoucký kraj","PROSTĚJOV","Prostějov","9,00"
"Olší","2","2","2","2","2","2","2","2","Vysočina","BYSTŘICE NAD  PERNŠT.","Žďár nad Sázavou",NA
"Olší","59,00","7,00","9,00","24,00","18,00","0,00","1,00","9,00","Vysočina","TELČ","Jihlava",NA
"Olšovec","460,00","59,00","66,00","156,00","150,00","15,00","14,00","19,00","Olomoucký kraj","HRANICE","Přerov","1,00"
"Olšovice","39,00","12,00","4,00","16,00","7,00","0,00","0,00","1,00","Jihočeský kraj","PRACHATICE","Prachatice",NA
"Omice","722,00","105,00","103,00","239,00","214,00","31,00","30,00","19,00","Jihomoravský kraj","ŠLAPANICE","Brno-venkov","3,00"
"Omlenice","484,00","46,00","85,00","175,00","157,00","10,00","11,00","22,00","Jihočeský kraj","KAPLICE","Český Krumlov","2,00"
"Ondratice","343,00","60,00","46,00","127,00","85,00","11,00","14,00","4,00","Olomoucký kraj","PROSTĚJOV","Prostějov","1,00"
"Ondřejov","145,00","32,00","23,00","52,00","34,00","3,00","1,00","1,00","Vysočina","PELHŘIMOV","Pelhřimov",NA
"Ondřejov","1 176,00","196,00","163,00","389,00","330,00","54,00","44,00","8,00","Středočeský kraj","ŘÍČANY","Praha-východ","8,00"
"Onomyšl","277,00","54,00","47,00","78,00","77,00","11,00","10,00","15,00","Středočeský kraj","KUTNÁ HORA","Kutná Hora",NA
"Onšov","242,00","68,00","34,00","63,00","63,00","6,00","8,00","5,00","Vysočina","PELHŘIMOV","Pelhřimov",NA
"Onšov","72,00","12,00","8,00","26,00","22,00","1,00","3,00","6,00","Jihomoravský kraj","ZNOJMO","Znojmo",NA
"Opařany","1 370,00","190,00","205,00","444,00","440,00","48,00","43,00","32,00","Jihočeský kraj","TÁBOR","Tábor","4,00"
"Opatov","1 154,00","124,00","183,00","404,00","365,00","40,00","38,00","77,00","Pardubický kraj","SVITAVY","Svitavy","3,00"
"Opatov","194,00","36,00","28,00","63,00","58,00","5,00","4,00","2,00","Vysočina","JIHLAVA","Jihlava",NA
"Opatov","753,00","102,00","99,00","276,00","231,00","23,00","22,00","48,00","Vysočina","TŘEBÍČ","Třebíč",NA
"Opatovec","636,00","84,00","105,00","218,00","192,00","12,00","25,00","21,00","Pardubický kraj","SVITAVY","Svitavy","1,00"
"Opatovice","789,00","110,00","142,00","261,00","228,00","23,00","25,00","26,00","Olomoucký kraj","HRANICE","Přerov","1,00"
"Opatovice","982,00","152,00","127,00","351,00","296,00","31,00","25,00","20,00","Jihomoravský kraj","ŽIDLOCHOVICE","Brno-venkov","2,00"
"Opatovice I","112,00","13,00","18,00","34,00","38,00","4,00","5,00","4,00","Středočeský kraj","KUTNÁ HORA","Kutná Hora",NA
"Opatovice nad Labem","2 452,00","306,00","375,00","901,00","767,00","59,00","44,00","46,00","Pardubický kraj","PARDUBICE","Pardubice","14,00"
"Opava","58 923,00","8 582,00","8 247,00","19 234,00","19 184,00","2 041,00","1 635,00","2 574,00","Moravskoslezský kraj","OPAVA","Opava","98,00"
"Oplany","2","2","2","2","2","2","2","2","Středočeský kraj","ŘÍČANY","Kolín",NA
"Oplocany","308,00","58,00","40,00","96,00","84,00","13,00","17,00","13,00","Olomoucký kraj","PŘEROV","Přerov",NA
"Oplot","346,00","48,00","52,00","114,00","109,00","10,00","13,00","8,00","Plzeňský kraj","PŘEŠTICE","Plzeň-jih",NA
"Opočnice","431,00","72,00","50,00","144,00","129,00","17,00","19,00","21,00","Středočeský kraj","PODĚBRADY","Nymburk",NA
"Opočno","3 107,00","534,00","449,00","942,00","974,00","110,00","98,00","47,00","Královéhradecký kraj","DOBRUŠKA","Rychnov nad Kněžnou","44,00"
"Opočno","120,00","27,00","16,00","38,00","28,00","5,00","6,00","6,00","Ústecký kraj","LOUNY","Louny",NA
"Opolany","845,00","162,00","120,00","262,00","247,00","26,00","28,00","35,00","Středočeský kraj","PODĚBRADY","Nymburk","3,00"
"Oponešice","180,00","30,00","23,00","59,00","54,00","7,00","7,00","8,00","Vysočina","MORAVSKÉ BUDĚJOVICE","Třebíč",NA
"Oprostovice","100,00","20,00","8,00","30,00","33,00","3,00","6,00","2,00","Olomoucký kraj","PŘEROV","Přerov",NA
"Oráčov","372,00","44,00","55,00","134,00","114,00","14,00","11,00","10,00","Středočeský kraj","RAKOVNÍK","Rakovník",NA
"Ořech","815,00","73,00","141,00","260,00","296,00","20,00","25,00","9,00","Středočeský kraj","ČERNOŠICE","Praha-západ","2,00"
"Ořechov","325,00","45,00","53,00","105,00","98,00","11,00","13,00","15,00","Vysočina","VELKÉ MEZIŘÍČÍ","Žďár nad Sázavou",NA
"Ořechov","71,00","16,00","15,00","16,00","20,00","2,00","2,00","1,00","Vysočina","TELČ","Jihlava",NA
"Ořechov","715,00","113,00","109,00","230,00","219,00","20,00","24,00","26,00","Zlínský kraj","UHERSKÉ HRADIŠTĚ","Uherské Hradiště","2,00"
"Ořechov","2 423,00","389,00","374,00","735,00","733,00","94,00","98,00","53,00","Jihomoravský kraj","ŠLAPANICE","Brno-venkov","6,00"
"Orel","674,00","105,00","81,00","233,00","203,00","30,00","22,00","12,00","Pardubický kraj","CHRUDIM","Chrudim","4,00"
"Orlické Podhůří","633,00","78,00","117,00","203,00","200,00","18,00","17,00","26,00","Pardubický kraj","ÚSTÍ NAD ORLICÍ","Ústí nad Orlicí",NA
"Orlické Záhoří","203,00","18,00","37,00","74,00","60,00","10,00","4,00","10,00","Královéhradecký kraj","RYCHNOV NAD KNĚŽNOU","Rychnov nad Kněžnou",NA
"Orličky","294,00","46,00","47,00","95,00","92,00","7,00","7,00","15,00","Pardubický kraj","ŽAMBERK","Ústí nad Orlicí","3,00"
"Orlík nad Vltavou","336,00","57,00","37,00","117,00","101,00","13,00","11,00","17,00","Jihočeský kraj","PÍSEK","Písek","1,00"
"Orlová","32 918,00","3 367,00","4 920,00","11 559,00","11 146,00","1 028,00","898,00","2 633,00","Moravskoslezský kraj","ORLOVÁ","Karviná","4,00"
"Orlovice","315,00","67,00","45,00","99,00","87,00","11,00","6,00","10,00","Jihomoravský kraj","VYŠKOV","Vyškov",NA
"Osečany","255,00","42,00","40,00","79,00","76,00","9,00","9,00","4,00","Středočeský kraj","SEDLČANY","Příbram","2,00"
"Oseček","123,00","33,00","17,00","31,00","31,00","4,00","7,00","6,00","Středočeský kraj","PODĚBRADY","Nymburk",NA
"Osečná","1 060,00","128,00","193,00","341,00","309,00","50,00","39,00","46,00","Liberecký kraj","LIBEREC","Liberec",NA
"Osečnice","302,00","45,00","68,00","85,00","81,00","12,00","11,00","4,00","Královéhradecký kraj","RYCHNOV NAD KNĚŽNOU","Rychnov nad Kněžnou",NA
"Osek","119,00","18,00","21,00","40,00","31,00","4,00","5,00","2,00","Jihočeský kraj","MILEVSKO","Písek","1,00"
"Osek","769,00","118,00","100,00","239,00","252,00","28,00","32,00","5,00","Středočeský kraj","HOŘOVICE","Beroun","1,00"
"Osek","1 233,00","148,00","178,00","422,00","402,00","36,00","47,00","11,00","Plzeňský kraj","ROKYCANY","Rokycany","7,00"
"Osek","4 967,00","651,00","745,00","1 663,00","1 540,00","204,00","164,00","236,00","Ústecký kraj","TEPLICE","Teplice","3,00"
"Osek","659,00","80,00","73,00","294,00","163,00","18,00","31,00","16,00","Jihočeský kraj","STRAKONICE","Strakonice","1,00"
"Osek nad Bečvou","1 208,00","137,00","177,00","447,00","374,00","32,00","41,00","56,00","Olomoucký kraj","LIPNÍK NAD BEČVOU","Přerov",NA
"Oselce","364,00","75,00","36,00","115,00","106,00","18,00","14,00","15,00","Plzeňský kraj","NEPOMUK","Plzeň-jih",NA
"Ošelín","112,00","14,00","16,00","38,00","37,00","2,00","5,00","11,00","Plzeňský kraj","STŘÍBRO","Tachov",NA
"Osice","455,00","67,00","72,00","140,00","146,00","17,00","13,00","8,00","Královéhradecký kraj","HRADEC KRÁLOVÉ","Hradec Králové","1,00"
"Osíčko","483,00","69,00","84,00","166,00","139,00","14,00","11,00","22,00","Zlínský kraj","BYSTŘICE POD HOSTÝNEM","Kroměříž","1,00"
"Osičky","122,00","19,00","11,00","38,00","47,00","2,00","5,00","2,00","Královéhradecký kraj","HRADEC KRÁLOVÉ","Hradec Králové",NA
"Osík","980,00","130,00","158,00","334,00","300,00","27,00","31,00","43,00","Pardubický kraj","LITOMYŠL","Svitavy","2,00"
"Osiky","2","2","2","2","2","2","2","2","Jihomoravský kraj","TIŠNOV","Blansko",NA
"Oskava","1 420,00","190,00","229,00","460,00","434,00","52,00","55,00","81,00","Olomoucký kraj","ŠUMPERK","Šumperk","1,00"
"Oskořínek","554,00","73,00","93,00","172,00","178,00","18,00","20,00","18,00","Středočeský kraj","NYMBURK","Nymburk",NA
"Oslavany","4 615,00","722,00","718,00","1 496,00","1 368,00","172,00","139,00","165,00","Jihomoravský kraj","IVANČICE","Brno-venkov","54,00"
"Oslavice","635,00","79,00","118,00","203,00","197,00","19,00","19,00","16,00","Vysočina","VELKÉ MEZIŘÍČÍ","Žďár nad Sázavou","3,00"
"Oslavička","2","2","2","2","2","2","2","2","Vysočina","VELKÉ MEZIŘÍČÍ","Třebíč",NA
"Oslnovice","91,00","18,00","6,00","33,00","32,00","2,00","0,00","5,00","Jihomoravský kraj","ZNOJMO","Znojmo",NA
"Oslov","333,00","71,00","55,00","93,00","96,00","8,00","10,00","7,00","Jihočeský kraj","PÍSEK","Písek",NA
"Osoblaha","1 150,00","146,00","196,00","394,00","349,00","41,00","24,00","68,00","Moravskoslezský kraj","KRNOV","Bruntál",NA
"Osov","327,00","39,00","46,00","119,00","102,00","11,00","10,00","2,00","Středočeský kraj","HOŘOVICE","Beroun","1,00"
"Osová Bítýška","847,00","114,00","136,00","264,00","284,00","23,00","26,00","33,00","Vysočina","VELKÉ MEZIŘÍČÍ","Žďár nad Sázavou","3,00"
"Osové","50,00","11,00","2,00","23,00","10,00","1,00","3,00","0,00","Vysočina","VELKÉ MEZIŘÍČÍ","Žďár nad Sázavou",NA
