"obce","Běžné výdaje","Celková plocha území obce","Daňové příjmy","Investiční přijaté dotace","Kapitálové příjmy","Kapitálové výdaje","Nedaňové příjmy","Neinvestiční přijaté dotace","Počet dokončených bytů","Počet lůžek v ubytovacích zařízeních","Počet obyvatel","Počet obyvatel nad 65 let","Počet obyvatel ve věku 0 až 14 let","Počet obyvatel ve věku 15-59 muži","Počet obyvatel ve věku 15-59 ženy","Počet obyvatel ve věku 60-64 let ženy","Počet obyvatel ve věku 60-64 muži","Počet podnik. subjektů - Administrativní a podpůrné činnosti","Počet podnik. subjektů - Činn.domác. jako zaměstnavatelů,činn.dom.produk.výr.a služ","Počet podnik. subjektů - Činnosti exteritoriálních organizací a orgánů","Počet podnik. subjektů - Činnosti v oblasti nemovitostí","Počet podnik. subjektů - Doprava a skladování","Počet podnik. subjektů - Informační a komunikační činnosti","Počet podnik. subjektů - Kulturní, zábavní a rekreační činnosti","Počet podnik. subjektů - Nezařazeno","Počet podnik. subjektů - Nezjištěno","Počet podnik. subjektů - Ostatní činnosti","Počet podnik. subjektů - Peněžnictví a pojišťovnictví","Počet podnik. subjektů - Profesní, vědecké a technické činnosti","Počet podnik. subjektů - Stavebnictví","Počet podnik. subjektů - Těžba a dobývání","Počet podnik. subjektů - Ubytování, stravování a pohostinství","Počet podnik. subjektů - Velkoobchod a maloobchod; opravy a údržba motorových vozid","Počet podnik. subjektů - Veřejná správa a obrana; povinné sociální zabezpečení","Počet podnik. subjektů - Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného","Počet podnik. subjektů - Vzdělávání","Počet podnik. subjektů - Zásobování vodou; činnosti související s odp. vodami, odpa","Počet podnik. subjektů - Zdravotní a sociální péče","Počet podnik. subjektů - Zemědělství, lesnictví, rybářství","Počet podnik. subjektů - Zpracovatelský průmysl","Počet podnik. subjektů bez zaměstnanců","Počet podnik. subjektů s 1-9 zaměstnanci","Počet podnik. subjektů s 10 - 19 zaměstnanci","Počet podnik. subjektů s 100 - 249 zaměstnanci","Počet podnik. subjektů s 1000 - 2499 zaměstnanci","Počet podnik. subjektů s 20 - 49 zaměstnanci","Počet podnik. subjektů s 250 - 499 zaměstnanci","Počet podnik. subjektů s 2500 a více  zaměstnanci","Počet podnik. subjektů s 50 - 99 zaměstnanci","Počet podnik. subjektů s 500 - 999 zaměstnanci","Počet podnikatelských subjektů celkem","Počet pokojů v ubytovacích zařízeních","Počet ubytovacích zařízení","Počet uchazečů o zaměstnání","Přijaté dotace","Příjmy","Přistěhovalí celkem","Saldo příjmů a výdajů","Vlastní příjmy","Výdaje celkem","Výměra chmelnic","Výměra lesní půdy","Výměra orné půdy","Výměra ostatních ploch","Výměra ovocných sadů","Výměra trvalých travních porostů","Výměra vinic","Výměra vodních ploch","Výměra zahrad","Výměra zastavěných ploch","Výměra zemědělské půdy","Vystěhovalí celkem","Zemřelí celkem","Živě narození celkem","kraj","orp","okres"
"Bezděčí u Trnávky","3 342,62","699,34","2 900,18","0,00","0,00","518,23","151,62","953,42","1,00",NA,"210,00","52,00","24,00","61,00","62,00","5,00","6,00","0,00","0,00","0,00","0,00","0,00","1,00","0,00","1,00","15,00","1,00","0,00","1,00","6,00","0,00","0,00","7,00","2,00","1,00","0,00","0,00","0,00","6,00","10,00","18,00","3,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","36,00",NA,NA,"15,00","953,42","4 005,23","4,00","144,38","3 051,81","3 860,85","0,00","228,74","356,63","34,64","5,68","51,65","0,00","4,33","10,21","7,45","424,18","7,00","1,00","1,00","Pardubický kraj","MORAVSKÁ TŘEBOVÁ","Svitavy"
"Bezdědovice","3 589,50","581,36","4 040,68","220,00","0,00","518,98","363,24","82,80","0,00",NA,"343,00","71,00","53,00","85,00","112,00","12,00","10,00","0,00","0,00","0,00","3,00","1,00","2,00","1,00","3,00","40,00","1,00","3,00","10,00","14,00","0,00","6,00","9,00","2,00","3,00","0,00","1,00","1,00","5,00","16,00","33,00","8,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","81,00",NA,NA,"8,00","302,80","4 706,72","6,00","598,24","4 403,92","4 108,48","0,00","285,36","164,58","32,08","0,85","63,17","0,00","13,94","12,95","8,43","241,55","3,00","6,00","3,00","Jihočeský kraj","BLATNÁ","Strakonice"
"Bezděkov","2 317,27","526,81","3 538,82","6 800,00","0,00","8 287,77","151,71","124,33","0,00",NA,"298,00","50,00","53,00","81,00","97,00","13,00","4,00","2,00","0,00","0,00","2,00","2,00","0,00","1,00","2,00","31,00","7,00","2,00","1,00","10,00","0,00","4,00","9,00","2,00","1,00","0,00","0,00","0,00","7,00","13,00","31,00","3,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","65,00",NA,NA,"3,00","6 924,33","10 614,86","5,00","9,82","3 690,53","10 605,04","0,00","170,51","307,55","18,67","1,01","9,50","0,00","1,55","9,95","8,08","328,00","8,00","2,00","1,00","Pardubický kraj","PARDUBICE","Pardubice"
"Bezděkov","7 590,99","1 491,90","11 488,80","2 000,00","23,95","1 859,46","2 717,72","649,95","1,00",NA,"927,00","173,00","169,00","254,00","263,00","37,00","31,00","4,00","0,00","0,00","3,00","2,00","3,00","3,00","6,00","116,00","13,00","7,00","16,00","26,00","0,00","11,00","46,00","3,00","9,00","4,00","0,00","0,00","32,00","30,00","89,00","9,00","1,00","0,00","0,00","3,00","0,00","0,00","0,00","0,00","218,00",NA,NA,"24,00","2 649,95","16 880,42","10,00","7 429,97","14 230,47","9 450,45","0,00","177,47","768,49","100,20","4,67","353,57","0,00","20,18","41,23","26,08","1 167,97","33,00","10,00","14,00","Plzeňský kraj","KLATOVY","Klatovy"
"Bezděkov","2 595,13","535,28","2 939,36","0,00","43,55","143,29","197,73","177,33","0,00",NA,"259,00","59,00","40,00","66,00","72,00","13,00","9,00","1,00","0,00","0,00","1,00","3,00","0,00","2,00","2,00","30,00","1,00","3,00","2,00","5,00","0,00","5,00","13,00","2,00","2,00","0,00","0,00","0,00","5,00","8,00","20,00","5,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","55,00",NA,NA,"6,00","177,33","3 357,97","3,00","619,55","3 180,64","2 738,42","0,00","86,49","281,35","47,93","3,20","87,78","0,00","14,24","6,94","7,36","379,26","0,00","2,00","3,00","Vysočina","CHOTĚBOŘ","Havlíčkův Brod"
"Bezděkov","727,32","120,60","1 344,40","0,00","26,48","140,29","6,30","150,97","0,00",NA,"132,00","24,00","23,00","33,00","41,00","7,00","4,00","0,00","0,00","0,00","1,00","1,00","0,00","0,00","0,00","15,00","2,00","1,00","3,00","3,00","0,00","0,00","4,00","1,00","0,00","0,00","0,00","0,00","3,00","3,00","4,00","3,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","22,00",NA,NA,"3,00","150,97","1 528,14","4,00","660,54","1 377,18","867,60","0,00","0,00","86,29","8,40","0,00","16,07","0,00","0,24","6,71","2,89","109,07","7,00","1,00","1,00","Plzeňský kraj","ROKYCANY","Rokycany"
"Bezděkov nad Metují","5 649,35","517,13","5 883,22","0,00","456,20","3 158,51","841,89","1 651,50","3,00",NA,"532,00","94,00","84,00","156,00","169,00","12,00","17,00","1,00","0,00","0,00","0,00","2,00","1,00","2,00","2,00","69,00","10,00","4,00","4,00","14,00","0,00","8,00","27,00","2,00","0,00","1,00","1,00","0,00","13,00","20,00","37,00","5,00","0,00","0,00","0,00","1,00","0,00","0,00","0,00","0,00","112,00",NA,NA,"9,00","1 651,50","8 832,82","25,00","24,96","7 181,32","8 807,86","0,00","119,83","161,20","37,87","3,49","162,33","0,00","3,41","17,98","11,02","345,00","13,00","3,00","4,00","Královéhradecký kraj","NÁCHOD","Náchod"
"Bezděkov pod Třemšínem","1 233,14","363,32","1 879,94","500,00","199,66","1 013,38","587,86","68,13","0,00",NA,"152,00","30,00","19,00","39,00","53,00","5,00","6,00","0,00","0,00","0,00","1,00","0,00","2,00","0,00","1,00","17,00","5,00","3,00","4,00","4,00","0,00","2,00","4,00","2,00","0,00","0,00","1,00","0,00","4,00","5,00","17,00","4,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","38,00",NA,NA,"6,00","568,13","3 235,59","4,00","989,07","2 667,45","2 246,52","0,00","104,94","141,34","25,58","0,00","78,57","0,00","4,49","4,38","4,02","224,29","3,00","2,00","0,00","Středočeský kraj","PŘÍBRAM","Příbram"
"Bezděz","6 703,79","2 398,42","6 397,63","0,00","0,00","104,42","1 568,39","401,77","4,00",NA,"340,00","76,00","46,00","89,00","104,00","15,00","10,00","0,00","0,00","0,00","1,00","1,00","1,00","2,00","2,00","55,00","3,00","2,00","8,00","8,00","0,00","16,00","19,00","2,00","0,00","1,00","1,00","0,00","7,00","18,00","32,00","4,00","1,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","92,00",NA,NA,"12,00","401,77","8 367,78","24,00","1 559,57","7 966,02","6 808,21","0,00","1 772,99","429,55","99,08","2,77","68,05","0,00","0,70","15,00","10,27","515,37","5,00","3,00","2,00","Liberecký kraj","ČESKÁ LÍPA","Česká Lípa"
"Bezdružice","18 860,22","3 201,38","15 808,62","0,00","750,38","669,65","6 337,32","2 718,35","1,00",NA,"902,00","161,00","128,00","265,00","290,00","32,00","26,00","2,00","0,00","0,00","8,00","7,00","2,00","3,00","3,00","136,00","22,00","4,00","9,00","13,00","0,00","22,00","49,00","2,00","0,00","1,00","3,00","2,00","32,00","30,00","59,00","12,00","3,00","0,00","0,00","4,00","0,00","0,00","0,00","0,00","214,00",NA,"2,00","40,00","2 718,35","25 614,67","29,00","6 084,80","22 896,32","19 529,87","0,00","1 286,51","862,33","181,14","0,00","736,96","0,00","70,04","36,79","27,61","1 636,08","36,00","12,00","11,00","Plzeňský kraj","STŘÍBRO","Tachov"
"Bezkov","2 919,65","562,81","2 796,44","0,00","0,00","44,50","88,70","469,86","0,00",NA,"201,00","34,00","38,00","51,00","68,00","3,00","7,00","0,00","0,00","0,00","0,00","3,00","1,00","2,00","1,00","31,00","4,00","2,00","2,00","10,00","0,00","6,00","10,00","2,00","0,00","1,00","0,00","0,00","3,00","5,00","15,00","5,00","0,00","0,00","0,00","1,00","0,00","0,00","0,00","0,00","52,00",NA,NA,"9,00","469,86","3 355,01","5,00","390,86","2 885,15","2 964,15","0,00","112,08","385,45","27,66","0,00","17,96","0,00","6,27","5,79","7,59","409,21","6,00","0,00","2,00","Jihomoravský kraj","ZNOJMO","Znojmo"
"Bezměrov","6 427,72","725,30","6 765,87","257,84","533,23","232,12","261,75","404,25","1,00",NA,"523,00","90,00","93,00","148,00","163,00","13,00","16,00","0,00","0,00","0,00","2,00","2,00","1,00","2,00","0,00","57,00","5,00","6,00","6,00","25,00","0,00","6,00","27,00","2,00","2,00","1,00","0,00","0,00","8,00","14,00","39,00","11,00","2,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","109,00",NA,"1,00","20,00","662,09","8 222,93","11,00","1 563,10","7 560,85","6 659,84","0,00","5,81","522,80","99,35","1,29","48,19","0,00","20,70","16,60","10,56","588,88","21,00","9,00","4,00","Zlínský kraj","KROMĚŘÍŽ","Kroměříž"
"Bezno","12 002,09","925,67","14 167,07","732,99","0,00","3 062,75","1 485,90","1 064,74","2,00",NA,"926,00","166,00","173,00","253,00","278,00","26,00","30,00","9,00","0,00","0,00","5,00","7,00","5,00","3,00","1,00","128,00","10,00","4,00","13,00","21,00","1,00","16,00","59,00","2,00","0,00","5,00","0,00","2,00","13,00","23,00","53,00","15,00","0,00","0,00","0,00","2,00","1,00","0,00","0,00","0,00","199,00",NA,"1,00","29,00","1 797,73","17 450,71","59,00","2 385,87","15 652,98","15 064,84","0,00","63,75","717,15","69,30","22,41","8,13","0,00","1,59","19,08","24,27","766,77","51,00","10,00","17,00","Středočeský kraj","MLADÁ BOLESLAV","Mladá Boleslav"
"Bezuchov","2 320,27","396,15","2 435,32","0,00","0,00","86,64","248,87","451,33","0,00",NA,"184,00","37,00","25,00","61,00","57,00","1,00","3,00","0,00","0,00","0,00","0,00","1,00","0,00","1,00","1,00","17,00","2,00","0,00","3,00","3,00","0,00","2,00","3,00","2,00","2,00","1,00","0,00","0,00","11,00","6,00","15,00","6,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","38,00",NA,"1,00","10,00","451,33","3 135,53","2,00","728,62","2 684,20","2 406,91","0,00","54,61","284,05","19,12","8,15","12,28","0,00","1,08","9,94","6,91","314,42","3,00","0,00","3,00","Olomoucký kraj","PŘEROV","Přerov"
"Bezvěrov","19 032,68","4 447,82","12 112,12","0,00","369,43","4 757,14","8 010,23","1 803,83","0,00",NA,"668,00","139,00","104,00","180,00","188,00","32,00","25,00","2,00","0,00","0,00","1,00","1,00","0,00","1,00","5,00","77,00","7,00","4,00","4,00","18,00","0,00","10,00","12,00","5,00","2,00","3,00","0,00","0,00","19,00","13,00","25,00","3,00","2,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","107,00",NA,NA,"39,00","1 803,83","22 295,60","12,00","-1 494,22","20 491,77","23 789,82","0,00","1 675,02","1 411,37","303,49","3,79","954,16","0,00","37,56","29,19","33,25","2 398,50","15,00","10,00","9,00","Plzeňský kraj","KRALOVICE","Plzeň-sever"
"Bílá","7 890,88","5 652,45","8 912,98","1 901,59","12,10","1 966,52","2 607,51","233,29","0,00","939,00","308,00","63,00","36,00","81,00","96,00","16,00","16,00","1,00","0,00","0,00","4,00","0,00","0,00","6,00","2,00","48,00","10,00","0,00","3,00","6,00","0,00","8,00","10,00","1,00","0,00","1,00","0,00","0,00","44,00","5,00","36,00","12,00","3,00","0,00","0,00","2,00","0,00","0,00","0,00","0,00","101,00","296,00","12,00","14,00","2 134,88","13 667,47","3,00","3 810,08","11 532,58","9 857,39","0,00","5 249,49","19,20","111,72","0,00","232,94","0,00","21,62","6,03","11,45","258,16","5,00","3,00","3,00","Moravskoslezský kraj","FRÝDLANT N. OSTRAVICÍ","Frýdek-Místek"
"Bílá","10 417,47","2 637,84","12 139,95","0,00","278,82","2 231,70","416,31","517,11","2,00",NA,"945,00","144,00","193,00","260,00","273,00","41,00","34,00","3,00","0,00","0,00","5,00","7,00","1,00","3,00","2,00","136,00","10,00","3,00","23,00","39,00","0,00","15,00","50,00","7,00","2,00","3,00","2,00","0,00","37,00","45,00","103,00","15,00","1,00","0,00","0,00","1,00","0,00","0,00","1,00","0,00","257,00",NA,NA,"35,00","517,11","13 352,19","24,00","703,03","12 835,09","12 649,17","0,00","824,08","993,17","138,78","3,30","578,46","0,00","16,06","58,94","25,06","1 633,86","16,00","16,00","17,00","Liberecký kraj","LIBEREC","Liberec"
"Bílá Hlína","1 167,95","857,15","1 638,54","0,00","0,00","41,40","76,56","51,01","0,00",NA,"113,00","17,00","18,00","40,00","33,00","3,00","2,00","0,00","0,00","0,00","0,00","0,00","0,00","1,00","1,00","15,00","6,00","1,00","3,00","3,00","0,00","1,00","3,00","1,00","0,00","0,00","0,00","0,00","2,00","2,00","9,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","24,00",NA,NA,"1,00","51,01","1 766,10","4,00","556,76","1 715,09","1 209,35","0,00","786,24","34,77","16,56","0,00","12,09","0,00","0,06","4,13","3,28","51,00","7,00","1,00","1,00","Středočeský kraj","MNICHOVO HRADIŠTĚ","Mladá Boleslav"
"Bílá Lhota","12 789,47","1 821,71","15 189,06","0,00","10,72","3 143,71","3 535,97","628,98","6,00",NA,"1 115,00","241,00","155,00","319,00","339,00","27,00","34,00","2,00","0,00","0,00","0,00","0,00","0,00","6,00","11,00","127,00","21,00","9,00","16,00","32,00","0,00","17,00","34,00","6,00","0,00","4,00","0,00","0,00","22,00","31,00","71,00","10,00","3,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","211,00",NA,NA,"16,00","628,98","19 364,72","25,00","3 431,53","18 735,74","15 933,19","0,00","596,95","856,90","97,08","2,70","180,87","0,00","22,86","37,88","26,45","1 078,36","42,00","11,00","13,00","Olomoucký kraj","LITOVEL","Olomouc"
"Bílá Třemešná","23 506,27","992,01","15 956,79","11 017,00","0,70","7 410,04","839,44","703,12","0,00",NA,"1 336,00","276,00","203,00","368,00","405,00","39,00","45,00","3,00","0,00","0,00","4,00","4,00","2,00","7,00","6,00","133,00","20,00","10,00","14,00","44,00","0,00","12,00","61,00","3,00","5,00","1,00","1,00","0,00","11,00","56,00","108,00","18,00","1,00","1,00","0,00","3,00","0,00","0,00","0,00","0,00","264,00",NA,NA,"42,00","11 720,12","28 517,05","28,00","-2 399,27","16 796,93","30 916,31","0,00","257,27","424,06","81,40","15,14","109,26","0,00","28,19","53,20","23,48","601,67","34,00","10,00","10,00","Královéhradecký kraj","DVŮR KRÁLOVÉ N. LAB.","Trutnov"
"Bílá Voda","6 677,45","1 500,39","5 049,72","350,35","0,00","916,62","2 238,89","1 113,62","0,00",NA,"328,00","49,00","80,00","86,00","97,00","10,00","6,00","0,00","0,00","0,00","1,00","0,00","0,00","2,00","0,00","27,00","7,00","0,00","4,00","4,00","0,00","4,00","7,00","2,00","0,00","0,00","0,00","3,00","9,00","3,00","15,00","0,00","1,00","1,00","0,00","2,00","0,00","0,00","0,00","0,00","46,00",NA,"1,00","38,00","1 463,97","8 752,58","8,00","1 158,52","7 288,61","7 594,06","0,00","956,80","271,47","46,35","0,00","186,14","0,00","7,49","21,54","10,62","479,14","11,00","1,00","8,00","Olomoucký kraj","JESENÍK","Jeseník"
"Bílčice","4 974,17","2 434,56","4 442,05","0,00","11,69","993,32","1 577,58","683,32","0,00",NA,"229,00","49,00","21,00","63,00","84,00","7,00","5,00","0,00","0,00","0,00","0,00","1,00","0,00","0,00","3,00","23,00","1,00","2,00","1,00","5,00","0,00","4,00","5,00","1,00","0,00","0,00","0,00","0,00","10,00","2,00","10,00","1,00","0,00","0,00","0,00","1,00","0,00","0,00","0,00","0,00","35,00",NA,NA,"13,00","683,32","6 714,64","3,00","747,15","6 031,32","5 967,50","0,00","803,76","518,22","163,94","0,00","834,05","0,00","85,87","8,39","20,33","1 360,67","4,00","2,00","0,00","Moravskoslezský kraj","BRUNTÁL","Bruntál"
"Bílé Podolí","6 666,07","1 529,22","8 321,04","1 050,13","2,64","1 528,71","812,70","660,62","0,00",NA,"620,00","133,00","75,00","174,00","193,00","24,00","21,00","2,00","0,00","0,00","3,00","5,00","1,00","2,00","1,00","66,00","6,00","0,00","4,00","17,00","0,00","5,00","30,00","4,00","1,00","1,00","3,00","0,00","9,00","18,00","37,00","6,00","2,00","0,00","0,00","0,00","0,00","0,00","1,00","0,00","112,00",NA,NA,"26,00","1 710,74","10 847,12","21,00","2 652,35","9 136,38","8 194,78","0,00","46,24","1 182,45","46,60","145,56","46,93","0,00","17,09","20,85","23,50","1 395,79","17,00","5,00","8,00","Středočeský kraj","ČÁSLAV","Kutná Hora"
"Bílé Poličany","1 906,70","537,17","2 137,39","133,41","3,77","1 075,59","335,99","266,71","0,00",NA,"161,00","48,00","18,00","43,00","45,00","3,00","4,00","0,00","0,00","0,00","0,00","1,00","0,00","2,00","1,00","18,00","4,00","0,00","4,00","6,00","0,00","3,00","8,00","2,00","0,00","1,00","0,00","0,00","3,00","1,00","14,00","4,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","36,00",NA,"1,00","11,00","400,12","2 877,27","5,00","-105,02","2 477,15","2 982,29","0,00","162,18","229,34","37,26","0,00","83,81","0,00","3,93","15,26","5,40","328,41","4,00","2,00","1,00","Královéhradecký kraj","DVŮR KRÁLOVÉ N. LAB.","Trutnov"
"Bílence","3 116,06","1 272,90","3 750,42","531,00","35,00","869,59","271,68","904,08","1,00",NA,"239,00","36,00","35,00","76,00","70,00","10,00","12,00","0,00","0,00","0,00","1,00","1,00","0,00","0,00","0,00","21,00","5,00","0,00","5,00","7,00","0,00","4,00","8,00","1,00","0,00","0,00","1,00","0,00","7,00","5,00","21,00","3,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","45,00",NA,NA,"18,00","1 435,08","5 492,17","6,00","1 506,52","4 057,09","3 985,65","0,00","17,07","1 114,11","75,98","0,56","42,25","0,00","7,47","5,26","10,19","1 162,19","5,00","2,00","4,00","Ústecký kraj","CHOMUTOV","Chomutov"
"Bílichov","2 324,75","1 221,01","3 093,91","0,00","11,70","390,46","73,08","205,43","0,00",NA,"192,00","40,00","36,00","47,00","53,00","7,00","9,00","1,00","0,00","0,00","0,00","0,00","0,00","0,00","2,00","23,00","3,00","1,00","3,00","3,00","0,00","5,00","8,00","1,00","0,00","0,00","0,00","0,00","10,00","2,00","10,00","6,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","39,00",NA,NA,"17,00","205,43","3 384,11","9,00","668,89","3 178,68","2 715,22","2,33","1 037,01","118,14","28,49","6,14","2,90","0,00","6,90","11,51","7,57","141,02","8,00","1,00","4,00","Středočeský kraj","SLANÝ","Kladno"
"Bílina","239 145,08","3 251,19","220 532,57","4 527,61","10 862,66","28 696,21","79 358,20","31 424,51","1,00","246,00","17 205,00","2 768,00","2 522,00","4 399,00","6 391,00","565,00","560,00","42,00","0,00","0,00","163,00","71,00","18,00","61,00","95,00","1 937,00","191,00","105,00","179,00","383,00","0,00","172,00","899,00","2,00","7,00","35,00","9,00","18,00","74,00","237,00","643,00","140,00","16,00","4,00","0,00","12,00","0,00","1,00","6,00","2,00","2 761,00","73,00","4,00","846,00","35 952,12","346 705,56","633,00","78 864,27","310 753,44","267 841,29","0,00","420,70","239,42","2 041,56","72,88","301,34","0,00","29,28","50,60","95,41","664,24","528,00","158,00","146,00","Ústecký kraj","BÍLINA","Teplice"
"Bílov","7 345,17","1 040,96","7 327,36","3 633,64","37,98","11 342,83","3 339,02","1 723,01","2,00",NA,"585,00","88,00","111,00","172,00","176,00","19,00","19,00","3,00","0,00","0,00","2,00","3,00","1,00","2,00","2,00","76,00","11,00","4,00","9,00","19,00","0,00","11,00","21,00","1,00","0,00","2,00","0,00","0,00","11,00","22,00","38,00","8,00","1,00","0,00","0,00","0,00","0,00","0,00","1,00","0,00","124,00",NA,NA,"21,00","5 356,66","16 061,02","31,00","-2 626,98","10 704,36","18 688,00","0,00","211,80","571,88","145,83","0,42","80,33","0,00","5,68","14,77","10,25","667,40","36,00","4,00","9,00","Moravskoslezský kraj","BÍLOVEC","Nový Jičín"
"Bílov","1 119,05","621,66","1 424,48","117,00","1,15","169,37","611,83","77,00","0,00",NA,"76,00","17,00","7,00","22,00","25,00","3,00","2,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","2,00","14,00","0,00","0,00","2,00","1,00","0,00","1,00","3,00","2,00","0,00","1,00","0,00","0,00","3,00","1,00","2,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","16,00",NA,NA,"3,00","194,00","2 231,46","0,00","943,05","2 037,46","1 288,42","0,00","136,92","362,66","36,06","0,00","73,49","0,00","1,35","4,18","7,01","440,32","6,00","4,00","0,00","Plzeňský kraj","KRALOVICE","Plzeň-sever"
"Bílovec","150 124,44","3 887,11","101 265,88","25 060,00","8 131,41","50 811,10","39 953,95","30 207,87","7,00","185,00","7 415,00","1 339,00","1 129,00","2 162,00","2 293,00","253,00","239,00","24,00","0,00","0,00","59,00","27,00","17,00","40,00","26,00","897,00","135,00","87,00","197,00","185,00","0,00","83,00","312,00","8,00","10,00","30,00","5,00","26,00","115,00","210,00","525,00","140,00","16,00","2,00","0,00","9,00","2,00","0,00","5,00","0,00","1 596,00","78,00","3,00","287,00","55 267,86","204 619,10","176,00","3 683,56","149 351,24","200 935,54","0,00","868,57","2 052,21","241,23","10,44","470,03","0,00","25,87","139,21","79,56","2 671,89","181,00","83,00","67,00","Moravskoslezský kraj","BÍLOVEC","Nový Jičín"
"Bílovice","16 084,62","656,47","24 255,59","5 178,62","85,20","9 406,24","2 021,65","2 755,60","7,00",NA,"1 859,00","286,00","332,00","543,00","594,00","52,00","52,00","5,00","0,00","0,00","8,00","12,00","4,00","8,00","22,00","214,00","35,00","13,00","42,00","64,00","0,00","19,00","69,00","3,00","3,00","3,00","0,00","5,00","19,00","74,00","155,00","30,00","2,00","1,00","0,00","3,00","0,00","0,00","3,00","0,00","408,00",NA,NA,"68,00","7 934,23","34 296,66","60,00","8 805,79","26 362,44","25 490,87","0,00","99,36","394,90","42,28","1,65","37,46","0,00","8,15","50,31","22,36","484,33","57,00","16,00","23,00","Zlínský kraj","UHERSKÉ HRADIŠTĚ","Uherské Hradiště"
"Bílovice nad Svitavou","31 539,95","1 469,98","45 416,37","13 507,94","321,20","43 091,94","4 229,58","4 022,21","4,00",NA,"3 646,00","533,00","827,00","1 043,00","1 085,00","93,00","65,00","24,00","0,00","0,00","40,00","10,00","32,00","18,00","35,00","478,00","86,00","24,00","162,00","63,00","0,00","26,00","215,00","1,00","12,00","21,00","1,00","13,00","25,00","98,00","362,00","52,00","5,00","0,00","0,00","7,00","0,00","0,00","2,00","0,00","906,00",NA,NA,"81,00","17 530,15","67 497,30","126,00","-7 134,60","49 967,15","74 631,89","0,00","1 149,67","114,89","75,02","11,91","23,39","0,00","13,70","56,37","25,04","206,56","107,00","27,00","47,00","Jihomoravský kraj","ŠLAPANICE","Brno-venkov"
"Bílovice-Lutotín","7 005,60","686,70","6 148,35","2 740,48","32,75","6 191,42","820,89","3 028,01","1,00",NA,"528,00","100,00","78,00","155,00","165,00","16,00","14,00","1,00","0,00","0,00","1,00","2,00","2,00","2,00","5,00","54,00","13,00","3,00","4,00","13,00","0,00","7,00","15,00","3,00","0,00","1,00","1,00","0,00","7,00","12,00","28,00","10,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","92,00",NA,NA,"12,00","5 768,48","12 770,47","16,00","-426,55","7 001,99","13 197,02","0,00","97,56","426,75","93,10","7,81","11,70","0,00","11,55","26,53","11,70","472,79","8,00","6,00","3,00","Olomoucký kraj","PROSTĚJOV","Prostějov"
"Bílsko","4 507,91","1 132,18","2 925,55","0,00","0,00","424,05","375,48","1 387,58","0,00",NA,"208,00","49,00","41,00","50,00","51,00","9,00","8,00","0,00","0,00","0,00","1,00","1,00","0,00","2,00","2,00","30,00","3,00","0,00","3,00","4,00","0,00","3,00","6,00","3,00","0,00","0,00","0,00","0,00","9,00","8,00","14,00","1,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","45,00",NA,"1,00","8,00","1 387,58","4 688,61","3,00","-243,35","3 301,03","4 931,96","0,00","366,85","492,22","56,23","1,45","188,50","0,00","9,78","8,56","8,59","690,73","1,00","0,00","3,00","Jihočeský kraj","VODŇANY","Strakonice"
"Bílsko","2 534,68","372,59","2 756,63","150,00","0,00","995,10","318,68","546,30","0,00",NA,"224,00","44,00","41,00","60,00","65,00","9,00","5,00","0,00","0,00","0,00","0,00","0,00","0,00","2,00","2,00","19,00","2,00","0,00","2,00","6,00","0,00","1,00","9,00","2,00","0,00","0,00","0,00","1,00","7,00","8,00","17,00","3,00","2,00","0,00","0,00","1,00","0,00","0,00","0,00","0,00","42,00",NA,NA,"4,00","696,30","3 771,61","2,00","241,83","3 075,31","3 529,78","0,00","48,07","274,85","16,95","15,46","1,33","0,00","1,26","9,56","5,11","301,20","5,00","1,00","2,00","Olomoucký kraj","LITOVEL","Olomouc"
